Destination Name,Country,Continent,Type,Avg Cost (USD/day),Best Season,Avg Rating,Annual Visitors (M),UNESCO Site
Lush Plaza,Greece,Europe,Religious,242.9,Autumn,4.8,0.78,No
Grand Forest,Thailand,Asia,Historical,159.63,Spring,5.0,5.68,No
Hidden Ruins,Peru,South America,Beach,116.56,Winter,4.4,2.34,No
Grand Canyon,New Zealand,Oceania,Nature,144.26,Winter,4.7,4.93,No
Ancient Valley,Kenya,Africa,Religious,165.63,Autumn,5.0,5.33,No
Grand Valley,Greece,Europe,Beach,190.4,Summer,4.2,2.1,No
Sacred Park,Vietnam,Asia,Religious,141.38,Summer,4.1,3.22,No
Serene Temple,Italy,Europe,Religious,186.64,Spring,4.1,6.68,No
Lush Valley,India,Asia,Nature,134.43,Autumn,4.9,1.19,Yes
Grand Beach,Japan,Asia,Adventure,229.92,Autumn,4.7,0.57,No
Crystal Canyon,Japan,Asia,City,122.23,Spring,4.5,5.91,Yes
Grand Beach,Thailand,Asia,Religious,44.76,Winter,5.0,9.48,Yes
Sacred Park,France,Europe,Beach,126.29,Winter,4.6,4.92,No
Grand Temple,Peru,South America,Historical,140.7,Winter,4.0,4.83,No
Grand Beach,New Zealand,Oceania,Adventure,58.69,Winter,4.8,2.06,No
Grand Ruins,South Africa,Africa,Adventure,214.4,Winter,4.5,6.81,No
Ancient Ruins,China,Asia,Historical,175.42,Winter,4.4,9.17,No
Crystal Forest,Australia,Oceania,Beach,186.55,Autumn,4.7,9.69,No
Golden Plaza,USA,North America,Historical,161.62,Winter,4.8,5.54,Yes
Sacred Valley,France,Europe,Religious,259.25,Winter,4.3,5.79,Yes
Mystic Pagoda,South Africa,Africa,Adventure,106.31,Summer,4.8,5.87,No
Serene Canyon,Morocco,Africa,Religious,141.48,Spring,4.3,7.63,Yes
Grand Canyon,Canada,North America,Nature,149.27,Winter,4.0,3.63,No
Mystic Beach,Kenya,Africa,Beach,206.09,Spring,4.4,7.0,Yes
Ancient Valley,Morocco,Africa,Nature,138.92,Summer,4.6,8.8,Yes
Ancient Valley,Germany,Europe,Historical,89.17,Spring,4.2,5.36,No
Lush Beach,Vietnam,Asia,Historical,197.0,Winter,4.4,4.26,No
Ancient Temple,Thailand,Asia,Beach,133.24,Autumn,4.1,4.16,No
Lush Ruins,Kenya,Africa,Adventure,157.15,Autumn,4.6,5.3,No
Golden Valley,USA,North America,Historical,148.97,Summer,4.6,1.05,No
Sacred Beach,Peru,South America,Historical,128.14,Autumn,4.0,1.99,No
Serene Park,USA,North America,Nature,180.48,Spring,4.0,7.35,No
Mystic Temple,France,Europe,Nature,227.18,Summer,4.5,5.84,No
Mystic Temple,Japan,Asia,Beach,100.32,Winter,4.5,1.7,Yes
Lush Temple,Spain,Europe,Religious,63.33,Winter,4.6,0.7,Yes
Lush Plaza,Spain,Europe,Historical,197.81,Spring,5.0,9.7,No
Serene Canyon,Australia,Oceania,Adventure,113.23,Winter,4.5,5.74,Yes
Serene Pagoda,China,Asia,Beach,58.96,Spring,4.3,9.11,Yes
Crystal Falls,Thailand,Asia,Adventure,172.6,Autumn,4.1,4.35,No
Hidden Falls,Egypt,Africa,Beach,144.24,Autumn,4.4,3.02,No
Golden Forest,Morocco,Africa,Beach,165.66,Autumn,4.5,3.05,Yes
Sacred Falls,Brazil,South America,Nature,111.66,Autumn,4.5,9.37,Yes
Hidden Plaza,China,Asia,Beach,185.31,Summer,4.9,8.33,Yes
Hidden Falls,USA,North America,Historical,162.42,Winter,4.5,7.28,Yes
Golden Falls,Germany,Europe,Historical,151.62,Summer,4.7,1.61,Yes
Sacred Valley,Canada,North America,Adventure,96.32,Spring,4.5,6.13,No
Ancient Forest,China,Asia,Historical,266.96,Winter,4.4,0.6,No
Grand Plaza,Brazil,South America,Religious,148.01,Summer,4.1,9.53,No
Lush Pagoda,Peru,South America,Historical,88.32,Winter,3.9,7.29,Yes
Lush Ruins,Italy,Europe,Historical,70.88,Autumn,4.7,4.4,Yes
Golden Canyon,Egypt,Africa,Historical,133.74,Autumn,4.2,0.75,Yes
Crystal Ruins,France,Europe,Religious,184.46,Summer,4.3,2.41,No
Golden Valley,China,Asia,Beach,147.48,Summer,4.3,0.59,No
Crystal Falls,Vietnam,Asia,Beach,157.48,Autumn,4.5,8.62,No
Hidden Pagoda,Japan,Asia,Adventure,133.15,Summer,4.5,7.94,No
Lush Pagoda,Egypt,Africa,Beach,169.63,Autumn,4.6,5.33,Yes
Ancient Beach,Morocco,Africa,Beach,179.13,Spring,4.4,7.41,No
Hidden Plaza,Mexico,North America,Beach,115.38,Summer,4.3,8.03,Yes
Hidden Forest,Mexico,North America,City,128.76,Summer,4.8,8.5,Yes
Golden Valley,France,Europe,Religious,195.4,Summer,4.5,9.3,Yes
Grand Canyon,Italy,Europe,Historical,189.9,Summer,4.1,8.94,Yes
Hidden Ruins,USA,North America,City,263.79,Autumn,4.2,2.29,Yes
Sacred Forest,South Africa,Africa,Adventure,148.04,Autumn,4.0,1.32,No
Crystal Falls,Mexico,North America,Nature,156.87,Autumn,5.0,1.87,No
Crystal Valley,Vietnam,Asia,City,53.46,Summer,4.3,5.46,Yes
Serene Valley,Japan,Asia,Nature,145.4,Winter,4.5,7.73,No
Serene Pagoda,Spain,Europe,Adventure,105.93,Summer,4.9,1.0,Yes
Serene Park,China,Asia,City,111.69,Autumn,4.2,2.25,Yes
Crystal Pagoda,Australia,Oceania,Nature,92.56,Spring,4.6,3.88,No
Serene Falls,Morocco,Africa,City,177.48,Summer,5.0,4.17,No
Serene Valley,China,Asia,Adventure,227.69,Winter,3.9,0.56,No
Ancient Ruins,Brazil,South America,Adventure,160.93,Winter,4.4,9.24,No
Lush Ruins,India,Asia,Beach,110.63,Summer,4.1,5.9,Yes
Lush Falls,Brazil,South America,Beach,131.55,Autumn,4.6,6.86,No
Serene Ruins,Brazil,South America,Beach,109.9,Summer,3.8,0.97,No
Golden Pagoda,China,Asia,Nature,177.8,Autumn,4.3,4.81,No
Grand Plaza,Brazil,South America,Historical,105.49,Summer,4.0,8.62,Yes
Crystal Forest,Canada,North America,Historical,107.68,Winter,4.8,1.62,No
Golden Temple,Egypt,Africa,Adventure,163.2,Autumn,4.5,6.03,Yes
Golden Park,Greece,Europe,City,269.09,Summer,4.7,3.98,Yes
Crystal Temple,Brazil,South America,City,155.26,Summer,4.9,1.61,No
Ancient Temple,Egypt,Africa,Religious,155.36,Autumn,4.2,9.4,No
Serene Falls,Brazil,South America,Adventure,188.0,Winter,4.4,7.76,Yes
Ancient Ruins,Morocco,Africa,Historical,164.55,Spring,4.3,2.4,No
Serene Ruins,Australia,Oceania,Religious,151.54,Autumn,3.8,7.39,No
Hidden Pagoda,Peru,South America,Religious,138.76,Summer,4.2,5.11,Yes
Golden Ruins,Germany,Europe,Beach,216.04,Autumn,4.6,2.13,No
Golden Park,Brazil,South America,Beach,180.01,Winter,4.8,5.78,No
Serene Pagoda,Japan,Asia,Adventure,113.25,Summer,5.0,1.81,No
Crystal Temple,Greece,Europe,Beach,165.39,Summer,5.0,6.57,No
Ancient Valley,Australia,Oceania,Nature,183.82,Winter,4.4,6.08,No
Hidden Forest,Argentina,South America,Religious,144.9,Spring,4.2,7.69,No
Lush Beach,Brazil,South America,Religious,148.66,Autumn,4.9,9.0,Yes
Lush Valley,Japan,Asia,Historical,120.01,Spring,4.0,9.04,No
Grand Temple,Brazil,South America,Religious,165.49,Summer,4.7,8.66,Yes
Serene Park,Kenya,Africa,City,101.71,Spring,4.3,2.77,No
Serene Plaza,Thailand,Asia,Historical,73.65,Winter,4.3,3.55,No
Sacred Pagoda,Morocco,Africa,Beach,129.38,Spring,4.3,5.94,No
Hidden Falls,Australia,Oceania,City,51.27,Spring,4.3,7.59,No
Crystal Canyon,China,Asia,Nature,163.62,Autumn,4.6,3.65,No
Ancient Plaza,Canada,North America,Beach,117.08,Spring,4.6,1.74,No
Golden Pagoda,India,Asia,Nature,204.61,Spring,4.3,2.84,Yes
Sacred Canyon,Kenya,Africa,City,168.05,Autumn,4.8,2.91,No
Crystal Valley,Egypt,Africa,Nature,214.54,Winter,5.0,6.73,No
Crystal Park,Argentina,South America,Beach,175.73,Autumn,4.4,3.44,Yes
Grand Falls,Greece,Europe,Beach,76.48,Autumn,4.1,5.66,No
Hidden Canyon,Kenya,Africa,Beach,183.86,Summer,4.2,8.13,Yes
Crystal Ruins,Australia,Oceania,Religious,230.94,Winter,4.6,6.79,No
Golden Pagoda,Canada,North America,Adventure,206.04,Summer,4.3,3.3,Yes
Ancient Canyon,Japan,Asia,City,228.69,Autumn,4.6,4.1,No
Grand Falls,Argentina,South America,Nature,130.75,Spring,3.9,8.27,Yes
Grand Forest,South Africa,Africa,City,153.98,Winter,4.7,6.78,Yes
Lush Forest,Canada,North America,Historical,188.22,Spring,4.2,8.33,Yes
Sacred Pagoda,USA,North America,Adventure,137.13,Autumn,4.8,1.35,Yes
Grand Pagoda,Peru,South America,Nature,74.98,Spring,4.4,3.27,No
Sacred Beach,Thailand,Asia,Adventure,136.38,Autumn,4.9,6.16,Yes
Crystal Temple,Thailand,Asia,Beach,136.99,Winter,4.3,1.35,No
Sacred Park,South Africa,Africa,Nature,74.5,Spring,4.4,9.37,Yes
Golden Pagoda,Argentina,South America,Beach,100.78,Autumn,4.4,5.85,Yes
Crystal Valley,Australia,Oceania,Adventure,204.21,Summer,4.6,5.03,Yes
Lush Falls,Peru,South America,Nature,69.52,Summer,4.3,5.8,No
Sacred Ruins,Italy,Europe,Beach,123.06,Summer,4.4,0.51,No
Mystic Canyon,New Zealand,Oceania,Religious,211.27,Autumn,4.4,5.94,Yes
Serene Valley,Morocco,Africa,Historical,111.41,Summer,4.4,2.06,No
Ancient Forest,Spain,Europe,Beach,195.59,Winter,4.3,9.1,No
Golden Forest,Greece,Europe,City,132.64,Winter,4.7,1.57,Yes
Crystal Plaza,India,Asia,Adventure,166.83,Summer,4.8,2.06,No
Sacred Canyon,Vietnam,Asia,City,64.9,Winter,4.3,7.5,No
Ancient Plaza,Egypt,Africa,Religious,163.04,Autumn,4.5,1.02,No
Serene Ruins,Germany,Europe,Religious,136.26,Summer,3.8,5.28,Yes
Crystal Canyon,Australia,Oceania,Religious,206.82,Winter,4.2,8.81,No
Crystal Plaza,Kenya,Africa,Beach,158.38,Autumn,4.8,8.35,No
Grand Ruins,China,Asia,Religious,108.54,Summer,4.0,3.51,No
Grand Beach,France,Europe,Historical,59.65,Autumn,4.4,9.64,Yes
Lush Beach,South Africa,Africa,Historical,118.58,Summer,4.4,5.5,No
Lush Canyon,Japan,Asia,City,140.49,Autumn,4.1,4.62,No
Sacred Temple,France,Europe,City,182.13,Spring,4.7,4.55,No
Mystic Ruins,Japan,Asia,Religious,87.89,Autumn,4.2,7.85,No
Mystic Canyon,Japan,Asia,Religious,144.43,Spring,4.9,1.74,No
Lush Plaza,Kenya,Africa,Historical,171.58,Autumn,4.7,5.08,Yes
Sacred Forest,Vietnam,Asia,Nature,172.31,Winter,4.5,9.67,No
Hidden Park,Brazil,South America,City,180.44,Spring,4.3,2.37,No
Mystic Temple,Egypt,Africa,Adventure,182.98,Summer,4.2,4.35,Yes
Lush Falls,Greece,Europe,Religious,192.11,Summer,4.5,9.09,No
Mystic Plaza,Mexico,North America,Religious,130.0,Winter,4.2,6.38,Yes
Ancient Beach,Thailand,Asia,Beach,83.46,Summer,3.8,6.19,No
Golden Ruins,Spain,Europe,Adventure,204.61,Spring,4.1,3.11,No
Sacred Temple,Peru,South America,Beach,161.98,Autumn,4.7,1.18,No
Crystal Temple,Canada,North America,Historical,153.11,Autumn,4.3,3.38,No
Sacred Temple,Canada,North America,Religious,90.61,Winter,4.4,5.99,No
Ancient Temple,Spain,Europe,Nature,150.2,Summer,4.7,1.29,No
Grand Park,Italy,Europe,City,73.42,Summer,4.8,8.63,No
Sacred Pagoda,New Zealand,Oceania,Beach,83.29,Spring,4.4,2.32,Yes
Hidden Park,Canada,North America,City,111.79,Autumn,4.8,7.79,No
Grand Valley,New Zealand,Oceania,City,118.29,Summer,4.2,4.92,No
Crystal Valley,South Africa,Africa,Beach,121.48,Winter,4.1,1.92,No
Sacred Falls,Greece,Europe,Adventure,30.0,Winter,4.7,9.06,Yes
Crystal Plaza,France,Europe,City,141.12,Spring,4.7,5.17,No
Ancient Forest,Japan,Asia,Beach,77.17,Winter,4.4,2.4,No
Golden Forest,South Africa,Africa,City,155.35,Spring,4.4,2.99,No
Crystal Beach,Greece,Europe,Nature,170.93,Autumn,4.6,5.09,No
Hidden Beach,Italy,Europe,Historical,167.09,Autumn,4.5,2.41,Yes
Golden Temple,Germany,Europe,City,115.12,Spring,4.2,2.14,No
Ancient Plaza,Vietnam,Asia,Beach,187.78,Summer,4.4,6.35,No
Lush Ruins,Egypt,Africa,Religious,184.02,Summer,4.5,0.96,No
Lush Forest,Brazil,South America,Religious,166.0,Summer,4.1,6.35,Yes
Crystal Temple,Mexico,North America,Religious,144.92,Spring,4.4,6.67,No
Serene Forest,France,Europe,Beach,198.8,Summer,4.9,3.55,No
Golden Plaza,Egypt,Africa,Adventure,142.28,Summer,4.2,1.72,No
Grand Forest,China,Asia,Religious,148.17,Winter,4.7,3.51,No
Hidden Falls,Germany,Europe,Beach,149.39,Autumn,5.0,3.45,Yes
Serene Temple,Canada,North America,Historical,164.68,Autumn,4.6,6.89,No
Sacred Park,Spain,Europe,Nature,154.3,Summer,4.3,7.75,Yes
Ancient Beach,Italy,Europe,Beach,131.33,Winter,4.3,8.88,No
Hidden Falls,Germany,Europe,Adventure,30.0,Winter,4.1,0.57,Yes
Mystic Park,Egypt,Africa,Religious,125.88,Winter,4.8,5.64,No
Ancient Canyon,China,Asia,Adventure,209.21,Summer,4.8,9.58,No
Hidden Temple,New Zealand,Oceania,City,30.78,Autumn,4.7,9.56,No
Sacred Canyon,India,Asia,Religious,81.31,Spring,4.8,1.7,No
Sacred Forest,Morocco,Africa,City,129.45,Spring,4.8,6.77,No
Lush Canyon,Greece,Europe,Beach,79.44,Spring,4.5,6.22,No
Sacred Temple,Spain,Europe,City,143.57,Winter,4.3,5.69,No
Mystic Beach,Argentina,South America,Religious,229.06,Winter,4.4,8.37,Yes
Lush Valley,Mexico,North America,Religious,158.27,Autumn,4.1,9.38,No
Grand Canyon,France,Europe,Adventure,164.78,Summer,4.6,3.38,Yes
Grand Pagoda,Spain,Europe,Beach,97.44,Spring,3.7,2.0,No
Serene Temple,France,Europe,Adventure,110.66,Autumn,4.3,1.29,No
Crystal Beach,China,Asia,City,156.78,Autumn,4.7,6.84,No
Hidden Canyon,New Zealand,Oceania,Historical,137.4,Summer,4.7,6.4,No
Grand Plaza,South Africa,Africa,City,175.23,Summer,4.7,3.83,No
Crystal Forest,Italy,Europe,Beach,180.71,Autumn,3.8,0.5,No
Grand Pagoda,India,Asia,Adventure,112.7,Spring,4.3,2.88,Yes
Crystal Valley,Mexico,North America,City,118.94,Summer,4.8,2.32,Yes
Grand Beach,Mexico,North America,Nature,205.93,Spring,4.5,2.79,No
Crystal Park,Egypt,Africa,Historical,139.02,Spring,4.3,7.6,Yes
Hidden Canyon,France,Europe,Beach,215.78,Spring,4.6,9.62,No
Golden Pagoda,USA,North America,Adventure,173.07,Autumn,4.9,5.19,Yes
Sacred Temple,Italy,Europe,Historical,97.22,Autumn,4.4,6.83,No
Sacred Falls,Thailand,Asia,Beach,182.37,Summer,4.0,6.07,Yes
Crystal Canyon,Spain,Europe,Adventure,211.2,Winter,4.4,3.02,Yes
Mystic Park,Vietnam,Asia,City,234.91,Winter,3.8,6.8,No
Golden Ruins,Morocco,Africa,Beach,125.4,Winter,4.9,6.64,Yes
Golden Forest,Kenya,Africa,Nature,222.56,Autumn,4.3,0.69,No
Golden Falls,Mexico,North America,Beach,146.82,Spring,4.1,8.84,No
Hidden Valley,New Zealand,Oceania,Religious,188.54,Summer,4.5,5.1,No
